date,category,issue,name,price
2017-03-29,COMICS & GRAPHIC NOVELS,JAN172032,HOOKJAW #4 (OF 5) CVR C WILLIAMSON,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,NOV161081,INSEXTS #10 (MR),$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171598,JAMES BOND HAMMERHEAD #6 (OF 6),$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171464,JOYRIDE #11,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171318,JUGHEAD THE HUNGER ONE SHOT CVR A MICHAEL WALSH,$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171319,JUGHEAD THE HUNGER ONE SHOT CVR B FRANCAVILLA,$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171320,JUGHEAD THE HUNGER ONE SHOT CVR C HACK,$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171582,KARMA POLICE #1,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171663,KISS DEMON #3 (OF 4) CVR A STRAHM,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171664,KISS DEMON #3 (OF 4) CVR B MANDRAKE HOMAGE,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171665,KISS DEMON #3 (OF 4) CVR C ADAMS 8 BIT,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171666,KISS DEMON #3 (OF 4) CVR D PHOTO,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN172074,KNIGHT GUARDIANS OF RELATIVITY #3 (OF 4),$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,FEB171762,KODT BUNDLE OF TROUBLE TP VOL 56,$14.99
2017-03-29,COMICS & GRAPHIC NOVELS,DEC161413,LADYCASTLE #2,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,DEC161781,LDK GN VOL 09 (C: 1-1-0),$10.99
2017-03-29,COMICS & GRAPHIC NOVELS,DEC161610,LORD OF GORE #2 (OF 8) CVR A LEISTER,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,OCT169146,LORD OF GORE #2 (OF 8) CVR B SOUTHWORTH,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,FEB171657,LOVE & ROCKETS LIBRARY GILBERT GN VOL 03 BEYOND PALOMAR (CUR,$18.99
2017-03-29,COMICS & GRAPHIC NOVELS,NOV161368,LUCKY LUKE TP VOL 62 CURSED RANCH,$11.95
2017-03-29,COMICS & GRAPHIC NOVELS,DEC161506,MARQUIS OF ANAON GN VOL 05 CHAMBER OF CHEOPS (C: 0-1-0),$13.95
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171853,MARRY ME #4 CVR A MAIN,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171854,MARRY ME #4 CVR B MOKHTAR,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,SEP161606,MERCY SPARX YEAR ONE #2 (OF 3) CVR A MERHOFF,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,SEP161607,MERCY SPARX YEAR ONE #2 (OF 3) CVR B GANUCHEAU,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN172135,NINJAK #25 CVR A BODENHEIM,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN172136,NINJAK #25 CVR B LAMING,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN172137,NINJAK #25 CVR C ANWAR,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,NOV161717,OUR CATS ARE MORE FAMOUS THAN US HC JOHNNY WANDER COLLECTION,$39.99
2017-03-29,COMICS & GRAPHIC NOVELS,DEC161964,PEEPLAND #5 (OF 5) CVR A CHATZOUDIS,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,DEC161965,PEEPLAND #5 (OF 5) CVR B OLIVER,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,DEC161966,PEEPLAND #5 (OF 5) CVR C CONRAD,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171388,QUANTUM TEENS ARE GO #2 (MR),$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171868,REAL ACCOUNT GN VOL 06 (C: 1-1-0),$10.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171306,REGGIE AND ME #4 (OF 5) CVR A REG SANDY JARRELL,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171307,REGGIE AND ME #4 (OF 5) CVR B LOPRESTI,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171308,REGGIE AND ME #4 (OF 5) CVR C ANDY PRICE,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171897,RICK & MORTY #24 (C: 1-0-0),$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171935,RIFT #3 (OF 4),$3.95
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171220,ROUGH RIDERS RIDERS ON THE STORM #2,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171401,SABAN POWER RANGERS AFTERSHOCK MOVIE GN PHOTO CVR (C: 1-1-2),$14.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171402,SABAN POWER RANGERS AFTERSHOCK MOVIE GN PREVIEWS EXC CVR (C:,$14.99
2017-03-29,COMICS & GRAPHIC NOVELS,FEB171108,SCENE BUT NOT HEARD GN,$14.95
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171355,SOULFIRE COLORING BOOK SPECIAL TP VOL 02,$12.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171385,SPACE RIDERS GALAXY OF BRUTALITY #1 (MR),$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,DEC161881,SPECIES DOMAIN GN VOL 01 (C: 0-1-0),$12.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171870,SWEETNESS & LIGHTNING GN VOL 05 (C: 1-1-0),$12.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171554,TAROT WITCH OF THE BLACK ROSE #103 (MR),$2.95
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171267,THREE STOOGES APRIL FOOLS DAY PHOTO CVR,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171266,THREE STOOGES APRIL FOOLS DAY PIE TIME CVR,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171265,THREE STOOGES APRIL FOOLS DAY TALKING CVR,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171269,THREE STOOGES CURSE OF FRANKENSTOOGE HAND DRAWN SKETCH CVR,$29.99
2017-03-29,COMICS & GRAPHIC NOVELS,SEP161972,TORCHWOOD TP VOL 01 WORLD WITHOUT END,$14.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171507,UNHOLY #3 (MR),$5.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171517,UNHOLY #3 FEMME FATALE NUDE CVR (MR),$7.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171509,UNHOLY #3 FEMME FATALES CVR (MR),$5.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171515,UNHOLY #3 NUDE CVR (MR),$7.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171514,UNHOLY #3 POV CVR (MR),$5.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171519,UNHOLY #3 POV NUDE CVR (MR),$7.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171513,UNHOLY #3 STUNNING CVR (MR),$5.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171518,UNHOLY #3 STUNNING NUDE CVR (MR),$7.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171508,UNHOLY #3 WRAP CVR (MR),$5.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171516,UNHOLY #3 WRAP NUDE CVR (MR),$7.99
2017-03-29,COMICS & GRAPHIC NOVELS,OCT161392,VALERIAN GN VOL 14 LIVING WEAPONS (C: 0-1-1),$13.95
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171191,VAMPBLADE SEASON TWO #1 CVR A WINSTON YOUNG (MR),$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171192,VAMPBLADE SEASON TWO #1 CVR B WINSTON YOUNG RISQUE (MR),$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171193,VAMPBLADE SEASON TWO #1 CVR C MENDOZA (MR),$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171194,VAMPBLADE SEASON TWO #1 CVR D MENDOZA RISQUE (MR),$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171195,VAMPBLADE SEASON TWO #1 CVR E PEPOY (MR),$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171196,VAMPBLADE SEASON TWO #1 CVR F PEPOY RISQUE (MR),$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171197,VAMPBLADE SEASON TWO #1 CVR G BLANK SKETCH (MR),$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171183,VORACIOUS FEEDING TIME #4 CVR A MUHR,$3.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171184,VORACIOUS FEEDING TIME #4 CVR B KITCHEN UTENSIL ATTACK,$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,FEB171649,WHAT PARSIFAL SAW GN (C: 0-1-2),$14.99
2017-03-29,COMICS & GRAPHIC NOVELS,DEC161616,WHITE #4 (OF 4) (MR),$4.99
2017-03-29,COMICS & GRAPHIC NOVELS,JAN171408,WWE WRESTLEMANIA 2017 SPECIAL #1 MAIN CVR,$7.99
2017-03-29,MAGAZINES,FEB172269,RUE MORGUE SPECIAL SHARKS,$9.95
2017-03-29,MAGAZINES,JAN172361,STAR WARS ROGUE ONE MISSION DEBRIEF MAGAZINE (STL036049),$10.99
2017-03-29,BOOKS,DEC162177,AGES OF THE JUSTICE LEAGUE SC (C: 0-1-0),$19.99
2017-03-29,BOOKS,FEB172197,ASIAN COMICS SC,$30.00
2017-03-29,BOOKS,OCT163238,ASSASSINS CREED HERESY PROSE NOVEL SP ED HC (C: 0-1-2),$27.00
2017-03-29,BOOKS,JAN172287,BATGIRL NEW HERO OF THE NIGHT YR SC (C: 0-1-0),$5.99
2017-03-29,BOOKS,JAN171270,HEAVENLY NOSTRILS CHRONICLE GN VOL 05 UNICORN CROSSING (C: 0,$9.99
2017-03-29,BOOKS,JAN172281,LEGION OF REGRETTABLE SUPERVILLAINS HC (C: 0-1-0),$24.95
2017-03-29,BOOKS,FEB172211,OFF DC SUPER HERO JOKE BOOK WHY DID BATMAN CROSS ROAD SC (C:,$12.99
2017-03-29,BOOKS,JAN172330,OLD TURTLE QUESTIONS OF THE HEART YR NOVEL (C: 0-1-0),$19.99
2017-03-29,BOOKS,FEB172201,ON THE GRAPHIC NOVEL SC,$30.00
2017-03-29,BOOKS,OCT168151,OTOMO GLOBAL TRIBUTE TO THE GENIUS BEHIND AKIRA HC (MR) (C:,$29.99
2017-03-29,BOOKS,DEC162210,PONYVILLE CONFIDENTIAL HIST & CULTURE OF MLP 1981-2016 (C: 0,$19.99
2017-03-29,BOOKS,JAN172286,WONDER WOMAN PSYCHOLOGY LASSOING THE TRUTH SC (C: 0-1-0),$14.95
2017-03-29,MERCHANDISE,AUG168084,ARPEGGIO OF BLUE STEEL TAKAO PVC FIG BLK ELEGANCE BUNNY VER,$155.99
2017-03-29,MERCHANDISE,DEC168900,BATMAN 1966 PENGUIN 1/9 SCALE PLASTIC MOD KIT (C: 0-1-1),$34.99
2017-03-29,MERCHANDISE,DEC168901,BATMAN 1966 ROBIN 1/9 SCALE PLASTIC MOD KIT (C: 0-1-1),$34.99
2017-03-29,MERCHANDISE,NOV168584,BATMAN SYMBOLS ALL OVER PRINT CREW SOCKS (C: 1-0-2),$9.99
2017-03-29,MERCHANDISE,JAN178160,BVS 3-PC SET 5.5IN BENDABLE FIGURE (C: 1-1-2),$32.99
2017-03-29,MERCHANDISE,JAN178161,BVS BATMAN 5.5IN BENDABLE FIGURE (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,JAN178162,BVS SUPERMAN 5.5IN BENDABLE FIGURE (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,JAN178163,BVS WONDER WOMAN 5.5IN BENDABLE FIGURE (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,JAN172346,COMIC SHOP NEWS 90CT BUNDLE #1554 (NET),$PI
2017-03-29,MERCHANDISE,AUG168223,CT BLUE TITANFALL 2 BLISK 7IN AF CS 7IN AF CS (NET) (C: 1-1-,$19.90
2017-03-29,MERCHANDISE,OCT162923,DC COMICS BATMAN & ROBIN ARTFX+ STATUE 2PK (C: 1-1-2),$99.99
2017-03-29,MERCHANDISE,DEC168857,DC COMICS BATMAN GEO PATTERN PANEL UMBRELLA (C: 1-0-2),$15.99
2017-03-29,MERCHANDISE,NOV168586,DC COMICS FLASH SUIT UP BI-FOLD WALLET (RES) (C: 1-1-2),$19.99
2017-03-29,MERCHANDISE,DEC168858,DC COMICS HARLEY QUINN PANEL UMBRELLA (C: 1-0-2),$15.99
2017-03-29,MERCHANDISE,DEC168859,DC COMICS THE JOKER PANEL UMBRELLA (C: 1-0-2),$15.99
2017-03-29,MERCHANDISE,DEC168860,DC COMICS WONDER WOMAN PANEL UMBRELLA (C: 1-0-2),$15.99
2017-03-29,MERCHANDISE,NOV169083,DC COMICS WONDER WOMAN SILVER TIARA W/ GOLD STAR (C: 1-1-2),$20.99
2017-03-29,MERCHANDISE,DEC168904,DC HEROES ROBIN COSTUME LONG CAPE (C: 1-0-2),$34.99
2017-03-29,MERCHANDISE,OCT168788,DC SUPERMAN SHINY CAPE KNEE HIGH SOCKS (C: 1-0-2),$9.99
2017-03-29,MERCHANDISE,OCT162920,DC UNIVERSE GREEN LANTERN ARTFX STATUE (C: 1-1-2),$119.99
2017-03-29,MERCHANDISE,NOV169084,DC WONDER WOMAN SILVER 2PK CUFF BRACELET (C: 1-0-2),$23.99
2017-03-29,MERCHANDISE,OCT162922,DEAD OR ALIVE 5 LAST ROUND MARIE ROSE ARTFX J STATUE (C: 1-1,$139.99
2017-03-29,MERCHANDISE,MAR168469,FATE/GRAND ORDER SABER ARTORIA PENDRAGON 1/7 PVC FIG (C: 1-1,$193.99
2017-03-29,MERCHANDISE,OCT168224,FIVE NIGHTS AT FREDDYS 8-BIT CONST SET FIG ASST (NET) (C: 1-,$3.99
2017-03-29,MERCHANDISE,FEB170008,GAME TRADE MAGAZINE #206 (NET),$3.99
2017-03-29,MERCHANDISE,AUG169463,GITS STAND ALONE COLLECTION 01 TACHIKOMA BLUE VER (C: 1-1-2),$53.99
2017-03-29,MERCHANDISE,AUG169464,GITS STAND ALONE COLLECTION 02 TACHIKOMA RED VER (C: 1-1-2),$53.99
2017-03-29,MERCHANDISE,AUG169465,GITS STAND ALONE COLLECTION 03 TACHIKOMA YELLOW VER (C: 1-1-,$53.99
2017-03-29,MERCHANDISE,NOV168027,GUNDAM IBO BARBATOS LUPUS REX HG 1/144 MDL KIT (Net) (C: 1-1,$16.00
2017-03-29,MERCHANDISE,NOV168585,HARRY POTTER DEATHEATER CREW SOCKS (C: 1-0-2),$9.99
2017-03-29,MERCHANDISE,NOV168030,HG ORPHANS GUNDAM 1/144 MS OPTION SET 8 & SAU MW MDL KIT (NE,$6.00
2017-03-29,MERCHANDISE,NOV168031,HGBF 1/144 PAPA G GUY GUNDAM BUILD FIGHTERS MDL KIT (NET) (C,$20.00
2017-03-29,MERCHANDISE,OCT168580,LEGACY LEAGUE OF LEGENDS FIORA AF (C: 1-1-0),$21.99
2017-03-29,MERCHANDISE,AUG168469,LOVE LIVE SUNSHINE FIGURE RISE TAKAMI CHIKA BUST MODEL KIT (,$22.00
2017-03-29,MERCHANDISE,AUG169129,MANGA REALIZATION MEISHO SAMURAI IRON MAN MARK 3 AF (NET) (C,$91.99
2017-03-29,MERCHANDISE,NOV168755,MARVEL CAPTAIN AMERICA BLUE PLAID TIE (NET) (C: 1-0-2),$55.00
2017-03-29,MERCHANDISE,NOV168746,MARVEL CAPTAIN AMERICA CARBON FIBER SNAPBACK HAT (NET) (C: 1,$20.99
2017-03-29,MERCHANDISE,NOV168534,MARVEL CAPTAIN AMERICA STAR KNEE HIGH SOCKS W/ WINGS (C: 1-0,$9.99
2017-03-29,MERCHANDISE,NOV168537,MARVEL DEADPOOL BI-FOLD BOXED WALLET (RES) (C: 1-1-2),$19.99
2017-03-29,MERCHANDISE,NOV168538,MARVEL DEADPOOL LAPTOP BACKPACK (RES) (C: 1-1-2),$69.99
2017-03-29,MERCHANDISE,NOV168207,MARVEL DEADPOOL MERC W/ A MOUTH SNAPBACK HAT (C: 1-0-2),$21.99
2017-03-29,MERCHANDISE,JAN172324,MARVEL GUARDIANS OF GALAXY MAD LIBS (C: 1-1-0),$4.99
2017-03-29,MERCHANDISE,SEP168869,MARVEL HEROCLIX EARLY X-MEN MONTHLY OP KIT (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,NOV168756,MARVEL IRON MAN GRAY DOT TIE (NET) (C: 1-0-2),$55.00
2017-03-29,MERCHANDISE,FEB170002,MARVEL PREVIEWS #21 APRIL 2017 EXTRAS (NET),$1.25
2017-03-29,MERCHANDISE,NOV168535,MARVEL SPIDER GWEN JRS. TOSSED PRINT CREW SOCKS (C: 1-0-2),$9.99
2017-03-29,MERCHANDISE,NOV169131,MARVEL SPIDER-GWEN SATIN SNAPBACK HAT (NET) (C: 1-0-2),$20.99
2017-03-29,MERCHANDISE,NOV169132,MARVEL SPIDER-GWEN SUIT UP HANDBAG (C: 1-0-2),$49.99
2017-03-29,MERCHANDISE,NOV169114,MARVEL SPIDER-MAN #12 BLACK T/S LG (C: 1-1-0),$22.99
2017-03-29,MERCHANDISE,NOV169115,MARVEL SPIDER-MAN #12 BLACK T/S MED (C: 1-1-0),$22.99
2017-03-29,MERCHANDISE,NOV168757,MARVEL SPIDER-MAN GRAY PLAID TIE (Net) (C: 1-0-2),$55.00
2017-03-29,MERCHANDISE,SEP168731,MOBILE SUIT GUNDAM SD GUNDAM NEO 10PC DIS (NET) (C: 1-1-2),$6.00
2017-03-29,MERCHANDISE,NOV162707,MSG HEAVY WEAPON UNIT 14 BEAST MASTER SWORD (C: 1-1-2),$11.99
2017-03-29,MERCHANDISE,NOV162708,MSG HEAVY WEAPON UNIT 15 SELECTOR RIFLE (C: 1-1-2),$11.99
2017-03-29,MERCHANDISE,JAN173245,MUNCHKIN OZ 2 YELLOW BRICK RAID,$11.95
2017-03-29,MERCHANDISE,AUG162575,MUPPETS BUNSEN & BEAKER TUMBLER (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,AUG162574,MUPPETS FOZZIE TUMBLER (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,AUG162573,MUPPETS KERMIT TUMBLER (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,AUG162576,MUPPETS SWEDISH CHEF TUMBLER (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,DEC168839,MY LITTLE PONY 12IN FEATURE WINGS PLUSH ASST 201701 (NET) (C,$18.99
2017-03-29,MERCHANDISE,DEC168703,MYSTERY MINIS RETRO GAMES SERIES 1 12PC BMB DISP (C: 1-1-1),$8.99
2017-03-29,MERCHANDISE,AUG162557,NATL LAMPOONS VACATION MARTY MOOSE PINT GLASS (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,AUG162556,NATL LAMPOONS VACATION WALLEY WORLD PINT GLASS (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,OCT162589,NBX JACK TUMBLER (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,OCT162590,NBX MAYOR TUMBLER (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,OCT162592,NBX OOGIE BOOGIE TUMBLER (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,OCT162591,NBX SALLY TUMBLER (C: 1-1-2),$9.99
2017-03-29,MERCHANDISE,DEC168152,NEW 52 BATMAN 8IN BENDABLE FIGURE (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168153,NEW 52 CYBORG 8IN BENDABLE FIGURE (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168154,NEW 52 FLASH 8IN BENDABLE FIGURE (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168155,NEW 52 JUSTICE LEAGUE 8IN BENDABLE FIGURE BOX SET (NET) (C:,$PI
2017-03-29,MERCHANDISE,DEC168156,NEW 52 SUPERMAN 8IN BENDABLE FIGURE (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168157,NEW 52 WONDER WOMAN 8IN BENDABLE FIGURE (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,JUL162990,NEW GAME AOBA SUZUKAZE ANI-STATUE (C: 1-1-2),$79.99
2017-03-29,MERCHANDISE,JAN173246,OGRE REINFORCEMENTS EXP (C: 0-1-2),$19.95
2017-03-29,MERCHANDISE,JAN173232,PATHFINDER ACG MUMMYS MASK ADV DECK 6 (C: 0-0-1),$19.99
2017-03-29,MERCHANDISE,DEC163191,PATHFINDER ADV PATH IRONFANG INVASION PART 1 OF 6,$24.99
2017-03-29,MERCHANDISE,JAN173233,PATHFINDER ADV PATH IRONFANG INVASION PART 2 OF 6,$24.99
2017-03-29,MERCHANDISE,JAN173234,PATHFINDER FLIP-MAT FORBIDDEN JUNGLE (C: 0-0-1),$14.99
2017-03-29,MERCHANDISE,DEC168742,POKEMON 1PK ACTION FIGURE ASST (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168743,POKEMON ACTION POSE 3PK FIG ASST (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168745,POKEMON BATTLE ACTION FIGURE ASST (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168748,POKEMON CLIP N CARRY POKE BALL ASST (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168749,POKEMON PLUSH POKE BALL ASST (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168750,POKEMON TRAINER ROLEPLAY KIT CS (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168747,POKEMON Z-RING W/CRYSTALS & PIKACHU SET CS (NET) (C: 1-1-2),$PI
2017-03-29,MERCHANDISE,DEC168833,POP ANIME SERAPH OF THE END FERID VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168834,POP ANIME SERAPH OF THE END MIKAELA VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168835,POP ANIME SERAPH OF THE END SHINOA VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168185,POP DC BOMBSHELLS BATGIRL VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168186,POP DC BOMBSHELLS HARLEY QUINN VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168187,POP DC BOMBSHELLS KATANA VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168188,POP DC BOMBSHELLS WONDER WOMAN VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168547,POP DR SEUSS CAT IN THE HAT VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168548,POP DR SEUSS FOX IN SOCKS VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168549,POP DR SEUSS HORTON 6IN VINYL FIG (C: 1-1-2),$14.99
2017-03-29,MERCHANDISE,DEC168552,POP DR SEUSS SAM I AM VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168550,POP DR SEUSS SAMS FRIEND VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168190,POP GODFATHER MICHAEL CORLEONE VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168191,POP GODFATHER SONNY CORLEONE VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168192,POP GODFATHER VITO CORLEONE VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168710,POP GUARDIANS OF THE GALAXY VOL2 EGO VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,DEC168106,POP POWERPUFF GIRLS HIM VINYL FIG (C: 1-1-2),$10.99
2017-03-29,MERCHANDISE,SEP168598,POP STRANGER THINGS MIKE W/ WALKIE TALKIE VINYL FIG (C: 1-1-,$10.99
2017-03-29,MERCHANDISE,FEB170001,PREVIEWS #343 APRIL 2017 (NET),$3.99
2017-03-29,MERCHANDISE,DEC168650,RESIDENT EVIL METAL BADGE ID WALLET (C: 1-0-2),$19.99
2017-03-29,MERCHANDISE,DEC168652,RESIDENT EVIL UMBRELLA CORPORATION UMBRELLA (C: 1-0-2),$15.99
2017-03-29,MERCHANDISE,DEC168488,SDCC 2016 TLS X GI JOE BARONESS MINI FIG RED JUMPER VER (C:,$16.00
2017-03-29,MERCHANDISE,DEC168489,SDCC 2016 TLS X GI JOE SNAKE EYES MINI FIG CLASSIC EDITION (,$16.00
2017-03-29,MERCHANDISE,DEC168494,SDCC 2016 TLS X MOTU BEASTMAN & TRAP JAW MINI FIG 2PK (C: 1-,$29.00
2017-03-29,MERCHANDISE,DEC168490,SDCC 2016 TLS X MOTU HE-MAN MINI FIG TOY COLOR VAR (C: 1-1-1,$16.00
2017-03-29,MERCHANDISE,DEC168491,SDCC 2016 TLS X MOTU PRINCE ADAM MINI FIG (C: 1-1-1),$16.00
2017-03-29,MERCHANDISE,DEC168495,SDCC 2016 TLS X MOTU STRATOS & MAN AT ARMS MINI FIG 2PK (C:,$29.00
2017-03-29,MERCHANDISE,DEC168497,SDCC 2016 TLS X TMNT DONATELLO MINI FIGURE TOY COLOR VAR (C:,$16.00
2017-03-29,MERCHANDISE,DEC168498,SDCC 2016 TLS X TMNT LEONARDO MINI FIG (C: 1-1-1),$16.00
2017-03-29,MERCHANDISE,DEC168499,SDCC 2016 TLS X TMNT MICHELANGELO MINI FIG (C: 1-1-1),$16.00
2017-03-29,MERCHANDISE,DEC168500,SDCC 2016 TLS X TMNT SLASH & LEATHERHEAD MINI FIG 2PK (C: 1-,$29.00
2017-03-29,MERCHANDISE,DEC168493,SDCC TLS X GI JOE TIGER FORCE ROADBLOCK & DUSTY MINI FIG 2PK,$25.00
2017-03-29,MERCHANDISE,DEC162584,STAR TREK STARSHIPS SPECIAL #9 LG ENTERPRISE NCC-1701 (C: 0-,$75.00
2017-03-29,MERCHANDISE,NOV168036,STAR WARS ROGUE ONE U-WING & TIE STRIKER 1/144 MDL KIT (NET),$26.00
2017-03-29,MERCHANDISE,DEC168506,STAR WARS SNOW SPEEDER 1/48 MDL KIT (NET) (C: 1-1-2),$28.00
2017-03-29,MERCHANDISE,DEC168507,STAR WARS TIE ADVANCED 1/72 MDL KIT (NET) (C: 1-1-2),$28.00
2017-03-29,MERCHANDISE,DEC168508,STAR WARS TIE FIGHTER 1/72 MDL KIT (NET) (C: 1-1-2),$28.00
2017-03-29,MERCHANDISE,DEC168509,STAR WARS X-WING STAR FIGHTER 1/72 MDL KIT (NET) (C: 1-1-2),$28.00
2017-03-29,MERCHANDISE,DEC168080,TALES FROM THE CRYPT DRUSILLA LAPEL PIN (C: 1-0-2),$8.99
2017-03-29,MERCHANDISE,DEC168081,TALES FROM THE CRYPT THE CRYPT KEEPER LAPEL PIN (C: 1-0-2),$8.99
